nothing,repetition,hamming
12638,0,0
12647,0,0
12629,0,0
12634,0,0
12631,0,0
12636,0,0
12635,0,0
12639,0,0
12657,0,0
12636,0,0
12634,0,0
12637,0,0
12659,0,0
12653,0,0
12637,0,0
12654,0,0
12641,0,0
12635,0,0
12647,0,0
12639,0,0
12629,0,0
12644,0,0
12634,0,0
12632,0,0
12634,0,0
12651,0,0
12642,0,0
12647,0,0
12636,0,0
12646,0,0
12636,0,0
12660,0,0
12621,0,0
12642,0,0
12633,0,0
12648,0,0
12634,0,0
12637,0,0
12632,0,0
12638,0,0
12624,0,0
12636,0,0
12634,0,0
12634,0,0
12638,0,0
12648,0,0
12657,0,0
12645,0,0
12646,0,0
12643,0,0
12643,0,0
12623,0,0
12650,0,0
12640,0,0
12647,0,0
12636,0,0
12632,0,0
12638,0,0
12642,0,0
12636,0,0
12634,0,0
12648,0,0
12643,0,0
12653,0,0
12641,0,0
12632,0,0
12637,0,0
12628,0,0
12635,0,0
12640,0,0
12630,0,0
12641,0,0
12651,0,0
12641,0,0
12639,0,0
12629,0,0
12634,0,0
12643,0,0
12645,0,0
12649,0,0
12653,0,0
12640,0,0
12638,0,0
12638,0,0
12638,0,0
12638,0,0
12646,0,0
12646,0,0
12645,0,0
12635,0,0
12639,0,0
12636,0,0
12634,0,0
12647,0,0
12656,0,0
12650,0,0
12651,0,0
12631,0,0
12637,0,0
12641,0,0
