nothing,repetition,hamming
1267,0,0
1262,0,0
1268,0,0
1264,0,0
1260,0,0
1257,0,0
1257,0,0
1258,0,0
1272,0,0
1255,0,0
1268,0,0
1268,0,0
1271,0,0
1268,0,0
1274,0,0
1263,0,0
1266,0,0
1257,0,0
1272,0,0
1257,0,0
1261,0,0
1268,0,0
1259,0,0
1272,0,0
1260,0,0
1253,0,0
1260,0,0
1262,0,0
1259,0,0
1267,0,0
1256,0,0
1266,0,0
1266,0,0
1262,0,0
1272,0,0
1260,0,0
1273,0,0
1265,0,0
1258,0,0
1258,0,0
1261,0,0
1275,0,0
1256,0,0
1260,0,0
1262,0,0
1255,0,0
1270,0,0
1270,0,0
1267,0,0
1254,0,0
1277,0,0
1257,0,0
1269,0,0
1268,0,0
1254,0,0
1264,0,0
1271,0,0
1268,0,0
1254,0,0
1259,0,0
1257,0,0
1255,0,0
1256,0,0
1269,0,0
1261,0,0
1272,0,0
1267,0,0
1255,0,0
1268,0,0
1261,0,0
1270,0,0
1267,0,0
1271,0,0
1269,0,0
1258,0,0
1267,0,0
1267,0,0
1271,0,0
1267,0,0
1254,0,0
1272,0,0
1272,0,0
1261,0,0
1259,0,0
1258,0,0
1272,0,0
1269,0,0
1263,0,0
1262,0,0
1265,0,0
1267,0,0
1268,0,0
1270,0,0
1264,0,0
1270,0,0
1257,0,0
1258,0,0
1258,0,0
1263,0,0
1274,0,0
