nothing,repetition,hamming
4000136,119146,349938
4000019,119153,350210
3999933,119173,350604
4000236,119157,349101
4000111,119097,348868
4000253,119103,348906
3999991,119093,349874
3999981,119126,350561
4000193,119176,348883
4000043,119125,349231
4000110,119116,349804
3999996,119129,350554
3999888,119089,350621
3999765,119097,349616
3999885,119069,348896
4000099,119123,349611
4000112,119197,348756
3999986,119113,348863
4000002,119187,349513
4000108,119079,348875
4000064,119120,349239
3999940,119165,350148
4000058,119159,349692
4000011,119149,349575
3999868,119147,349796
3999921,119123,349938
3999999,119077,349297
4000042,119126,349615
4000113,119169,349513
3999953,119088,348926
3999958,119150,348823
3999979,119167,349811
3999811,119196,348817
4000101,119154,349592
4000021,119182,350638
3999693,119103,348801
3999910,119134,349695
4000055,119080,348869
3999758,119183,350112
4000040,119147,348693
4000114,119135,349255
3999862,119165,350639
4000115,119195,348779
4000118,119153,349503
4000120,119204,349696
4000137,119075,350611
3999824,119155,349845
3999762,119220,348781
4000302,119191,350132
3999853,119120,349959
4000032,119123,349935
3999899,119136,349914
3999999,119080,349232
3999704,119110,349710
3999702,119152,349737
4000081,119109,348850
3999830,119111,349967
4000002,119108,349545
3999989,119213,350099
4000005,119164,348846
4000041,119112,349094
3999893,119095,350622
3999883,119089,349257
4000010,119121,348893
3999832,119131,349839
3999987,119137,349528
4000007,119098,349534
3999889,119166,350170
3999893,119129,350220
3999823,119123,349908
4000244,119172,349578
4000152,119129,349870
3999925,119112,349543
3999967,119146,350697
3999882,119159,349326
3999882,119167,350143
3999909,119127,350229
4000192,119181,348853
4000041,119087,349199
3999712,119073,350590
3999944,119038,348881
4000146,119087,349831
4000016,119167,350200
4000227,119165,348801
3999989,119097,348878
3999759,119079,348815
4000279,119188,350164
3999664,119164,349173
4000115,119110,348861
3999973,119130,349310
4000065,119131,350619
3999803,119068,348872
3999960,119092,349886
4000251,119148,350184
3999790,119194,349832
3999985,119148,349220
3999851,119110,348916
4000169,119144,349265
4000082,119169,349803
3999831,119116,349575
