nothing,repetition,hamming
9984,0,0
10001,0,0
10010,0,0
9979,0,0
9966,0,0
9992,0,0
9984,0,0
9999,0,0
10051,0,0
9992,0,0
9992,0,0
10021,0,0
10039,0,0
9962,0,0
10011,0,0
9995,0,0
10058,0,0
10045,0,0
10018,0,0
10015,0,0
10027,0,0
10018,0,0
10021,0,0
10020,0,0
9996,0,0
9998,0,0
10000,0,0
10057,0,0
10028,0,0
10009,0,0
9985,0,0
9998,0,0
9982,0,0
9990,0,0
9998,0,0
10007,0,0
10006,0,0
10008,0,0
10009,0,0
10002,0,0
9987,0,0
9958,0,0
9985,0,0
10036,0,0
10005,0,0
10005,0,0
10015,0,0
9968,0,0
10030,0,0
9964,0,0
10038,0,0
10013,0,0
10019,0,0
10021,0,0
10051,0,0
10049,0,0
10060,0,0
9991,0,0
10006,0,0
9964,0,0
10039,0,0
9966,0,0
9958,0,0
10001,0,0
10003,0,0
10020,0,0
10028,0,0
9986,0,0
10023,0,0
9991,0,0
10026,0,0
9995,0,0
10005,0,0
9973,0,0
9996,0,0
9958,0,0
10014,0,0
9978,0,0
10060,0,0
10024,0,0
10029,0,0
9989,0,0
10053,0,0
10003,0,0
10033,0,0
9982,0,0
10015,0,0
10024,0,0
10025,0,0
9998,0,0
10001,0,0
10055,0,0
10028,0,0
9971,0,0
9953,0,0
10019,0,0
9991,0,0
10030,0,0
10010,0,0
10025,0,0
