nothing,repetition,hamming
9949,922,2655
10060,943,2595
9981,956,2555
10195,937,2601
9989,1017,2665
9987,870,2618
10145,943,2559
9856,939,2674
9926,860,2435
10037,884,2528
10082,933,2614
9932,948,2571
9903,893,2617
9933,987,2652
9832,947,2669
9952,911,2553
10086,911,2568
10034,968,2594
9890,947,2586
10204,927,2767
9984,897,2541
10119,992,2618
10071,951,2600
9939,905,2551
10025,918,2633
10138,894,2623
10108,948,2557
10017,915,2617
9994,960,2676
10000,940,2623
9919,954,2583
9813,932,2568
10157,974,2455
10210,963,2611
9951,920,2559
10135,985,2587
9901,992,2647
9754,930,2681
9930,910,2649
9876,954,2645
10036,883,2628
9980,866,2691
10072,936,2680
9959,943,2631
9976,935,2421
9959,928,2720
10092,969,2550
10004,896,2655
10031,903,2633
9952,897,2629
9962,891,2568
10109,946,2581
9934,944,2557
10170,893,2596
9924,949,2568
10023,906,2554
9937,912,2630
9868,983,2670
10055,952,2543
9973,920,2669
10069,926,2548
9908,985,2700
9948,958,2613
10087,905,2659
9873,905,2601
9901,939,2482
10024,901,2549
9935,952,2676
10041,849,2637
10067,897,2649
9793,914,2528
10036,915,2620
9959,963,2591
10095,909,2581
9845,965,2730
9853,949,2518
9858,966,2601
9997,943,2651
10091,956,2614
9908,907,2644
10100,926,2583
9860,906,2723
9919,913,2567
9963,947,2671
9936,955,2669
9961,957,2584
9973,941,2414
9951,901,2532
10010,941,2655
9960,930,2618
10035,956,2628
9808,990,2737
9906,999,2633
9966,946,2658
9983,911,2571
9884,919,2628
9969,946,2655
9868,975,2699
10159,971,2589
10106,945,2682
