nothing,repetition,hamming
9946,0,0
10041,0,0
9938,0,0
9945,0,0
9948,0,0
9988,0,0
10039,0,0
10038,0,0
10039,0,0
10036,0,0
9939,0,0
10000,0,0
10035,0,0
9939,0,0
10043,0,0
10034,0,0
9952,0,0
10035,0,0
10041,0,0
9950,0,0
9944,0,0
9940,0,0
9939,0,0
9996,0,0
10035,0,0
9933,0,0
10038,0,0
9943,0,0
9996,0,0
10025,0,0
9996,0,0
10041,0,0
9953,0,0
9946,0,0
10025,0,0
9986,0,0
10028,0,0
9942,0,0
10035,0,0
10029,0,0
9950,0,0
10032,0,0
9947,0,0
9942,0,0
10038,0,0
10029,0,0
10033,0,0
9937,0,0
9942,0,0
9988,0,0
9949,0,0
9951,0,0
9948,0,0
9987,0,0
9947,0,0
9940,0,0
10040,0,0
10025,0,0
10041,0,0
9945,0,0
9941,0,0
10036,0,0
10036,0,0
10041,0,0
9941,0,0
9993,0,0
9934,0,0
9987,0,0
9942,0,0
9938,0,0
10037,0,0
9943,0,0
9994,0,0
9993,0,0
9936,0,0
9950,0,0
10039,0,0
10034,0,0
10023,0,0
10039,0,0
10037,0,0
10032,0,0
9993,0,0
9989,0,0
9980,0,0
9995,0,0
9990,0,0
10039,0,0
10039,0,0
9937,0,0
9940,0,0
10038,0,0
10037,0,0
9945,0,0
9942,0,0
10032,0,0
10026,0,0
9991,0,0
9938,0,0
10039,0,0
