nothing,repetition,hamming
10135,0,0
10134,0,0
9834,0,0
9837,0,0
10133,0,0
9983,0,0
10133,0,0
10134,0,0
10132,0,0
9835,0,0
9983,0,0
9836,0,0
9984,0,0
10132,0,0
10134,0,0
9835,0,0
9834,0,0
9836,0,0
9986,0,0
10132,0,0
10136,0,0
10132,0,0
9836,0,0
9983,0,0
9984,0,0
9835,0,0
9835,0,0
10132,0,0
10132,0,0
10134,0,0
9834,0,0
9834,0,0
9983,0,0
10132,0,0
9984,0,0
10133,0,0
10133,0,0
10132,0,0
10133,0,0
10132,0,0
9834,0,0
9834,0,0
10132,0,0
9985,0,0
10134,0,0
10132,0,0
10134,0,0
10134,0,0
10133,0,0
10133,0,0
10132,0,0
9835,0,0
10134,0,0
9834,0,0
9984,0,0
9835,0,0
10134,0,0
9835,0,0
9983,0,0
9834,0,0
9983,0,0
10133,0,0
9835,0,0
9984,0,0
10133,0,0
9984,0,0
9983,0,0
10133,0,0
9835,0,0
9837,0,0
9985,0,0
9835,0,0
9834,0,0
9834,0,0
9983,0,0
9835,0,0
9834,0,0
10133,0,0
10134,0,0
9834,0,0
9836,0,0
10134,0,0
9837,0,0
9834,0,0
10134,0,0
9834,0,0
9983,0,0
10133,0,0
9984,0,0
9836,0,0
9834,0,0
10132,0,0
10132,0,0
10132,0,0
9834,0,0
9836,0,0
9988,0,0
9984,0,0
10135,0,0
9984,0,0
